FileOrder,ModelName,ModelPath,ModelChecker,PatternType,1_NoError,1_ExtTT,1_VerifT,1_TotalT,2_NoError,2_ExtTT,2_VerifT,2_TotalT,3_NoError,3_ExtTT,3_VerifT,3_TotalT,Avg_ExtTT,Avg_VerifT,Avg_TotalT,PropOfNoError
1,BIOMD0000000138.xml.ssa,./models/sbml/test/1_100/1_BIOMD0000000138.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,23495587,198115805,221611392,TRUE,23817038,187593771,211410809,TRUE,22344683,220148648,242493331,23219102.67,201952741.3,225171844,1
1,BIOMD0000000138.xml.ssa,./models/sbml/test/1_100/1_BIOMD0000000138.xml.ssa.sbml,MRMC,WithProbNEXT,TRUE,1468907373,46081102,1514988475,TRUE,1398918520,2111391,1401029911,TRUE,1397711304,1931438,1399642742,1421845732,16707977,1438553709,1
1,BIOMD0000000138.xml.ssa,./models/sbml/test/1_100/1_BIOMD0000000138.xml.ssa.sbml,PRISM,WithProbNEXT,TRUE,null,1484627928,1484627928,TRUE,null,1489326279,1489326279,TRUE,null,1472736009,1472736009,0,1482230072,1482230072,1
1,BIOMD0000000138.xml.ssa,./models/sbml/test/1_100/1_BIOMD0000000138.xml.ssa.sbml,PLASMA,WithProbNEXT,TRUE,null,1679027178,1679027178,TRUE,null,1758992539,1758992539,TRUE,null,1644302595,1644302595,0,1694107437,1694107437,1
2,BIOMD0000000119.xml.ssa,./models/sbml/test/1_100/2_BIOMD0000000119.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,23574692,205604552,229179244,TRUE,24859292,192930743,217790035,TRUE,24693501,178308563,203002064,24375828.33,192281286,216657114.3,1
2,BIOMD0000000119.xml.ssa,./models/sbml/test/1_100/2_BIOMD0000000119.xml.ssa.sbml,MRMC,WithProbNEXT,TRUE,1403257161,3135090,1406392251,TRUE,1440684836,2540956,1443225792,TRUE,1418903675,2801145,1421704820,1420948557,2825730.333,1423774288,1
2,BIOMD0000000119.xml.ssa,./models/sbml/test/1_100/2_BIOMD0000000119.xml.ssa.sbml,PRISM,WithProbNEXT,TRUE,null,1570370839,1570370839,TRUE,null,1503227221,1503227221,TRUE,null,1481975639,1481975639,0,1518524566,1518524566,1
2,BIOMD0000000119.xml.ssa,./models/sbml/test/1_100/2_BIOMD0000000119.xml.ssa.sbml,PLASMA,WithProbNEXT,TRUE,null,1617134119,1617134119,TRUE,null,1574248717,1574248717,TRUE,null,1568924984,1568924984,0,1586769273,1586769273,1
3,BIOMD0000000076.xml.ssa,./models/sbml/test/1_100/3_BIOMD0000000076.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,929628362,293740536,1223368898,TRUE,922775782,265529935,1188305717,TRUE,932747901,269437650,1202185551,928384015,276236040.3,1204620055,1
3,BIOMD0000000076.xml.ssa,./models/sbml/test/1_100/3_BIOMD0000000076.xml.ssa.sbml,MRMC,WithProbNEXT,TRUE,1405950399,8883739,1414834138,TRUE,1448537185,10647413,1459184598,TRUE,1410125282,10029811,1420155093,1421537622,9853654.333,1431391276,1
3,BIOMD0000000076.xml.ssa,./models/sbml/test/1_100/3_BIOMD0000000076.xml.ssa.sbml,PRISM,WithProbNEXT,TRUE,null,1527080089,1527080089,TRUE,null,1544898192,1544898192,TRUE,null,1491635534,1491635534,0,1521204605,1521204605,1
3,BIOMD0000000076.xml.ssa,./models/sbml/test/1_100/3_BIOMD0000000076.xml.ssa.sbml,PLASMA,WithProbNEXT,TRUE,null,1793641548,1793641548,TRUE,null,1788595526,1788595526,TRUE,null,1931429659,1931429659,0,1837888911,1837888911,1
4,BIOMD0000000104.xml.ssa,./models/sbml/test/1_100/4_BIOMD0000000104.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,931740110,263657553,1195397663,TRUE,932125339,265788617,1197913956,TRUE,927589128,267724705,1195313833,930484859,265723625,1196208484,1
4,BIOMD0000000104.xml.ssa,./models/sbml/test/1_100/4_BIOMD0000000104.xml.ssa.sbml,MRMC,WithProbNEXT,TRUE,1390454111,14510038,1404964149,TRUE,1436161840,11509692,1447671532,TRUE,1393365000,13081876,1406446876,1406660317,13033868.67,1419694186,1
4,BIOMD0000000104.xml.ssa,./models/sbml/test/1_100/4_BIOMD0000000104.xml.ssa.sbml,PRISM,WithProbNEXT,TRUE,null,1459751596,1459751596,TRUE,null,1479612651,1479612651,TRUE,null,1470822550,1470822550,0,1470062266,1470062266,1
4,BIOMD0000000104.xml.ssa,./models/sbml/test/1_100/4_BIOMD0000000104.xml.ssa.sbml,PLASMA,WithProbNEXT,TRUE,null,1796195159,1796195159,TRUE,null,1943780257,1943780257,TRUE,null,1756287032,1756287032,0,1832087483,1832087483,1
5,BIOMD0000000283.xml.ssa,./models/sbml/test/1_100/5_BIOMD0000000283.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,957391254,312876630,1270267884,TRUE,966180889,255813042,1221993931,TRUE,953837380,267043408,1220880788,959136507.7,278577693.3,1237714201,1
5,BIOMD0000000283.xml.ssa,./models/sbml/test/1_100/5_BIOMD0000000283.xml.ssa.sbml,MRMC,WithProbNEXT,TRUE,1395467725,8262712,1403730437,TRUE,1391418267,7108804,1398527071,TRUE,1422851142,12333728,1435184870,1403245711,9235081.333,1412480793,1
5,BIOMD0000000283.xml.ssa,./models/sbml/test/1_100/5_BIOMD0000000283.xml.ssa.sbml,PRISM,WithProbNEXT,TRUE,null,1464749027,1464749027,TRUE,null,1458445238,1458445238,TRUE,null,1480221460,1480221460,0,1467805242,1467805242,1
5,BIOMD0000000283.xml.ssa,./models/sbml/test/1_100/5_BIOMD0000000283.xml.ssa.sbml,PLASMA,WithProbNEXT,TRUE,null,1773129687,1773129687,TRUE,null,1906673642,1906673642,TRUE,null,1870603089,1870603089,0,1850135473,1850135473,1
6,BIOMD0000000124.xml.ssa,./models/sbml/test/1_100/6_BIOMD0000000124.xml.ssa.sbml,MC2,WithProbNEXT,TRUE,32811509,189546292,222357801,TRUE,35411139,184920552,220331691,TRUE,32478930,166969473,199448403,33567192.67,180478772.3,214045965,1
